UDI,Timestamp,Product ID,Type of Failure,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
801,30:19.6,M16235,M,298.0,308.2,1529,34.2,144,0,0,0,0,0,0
802,24:19.6,M16236,M,302.5,313.0,1809,31.4,115,0,0,0,0,0,0
803,44:19.6,H31084,H,300.1,311.3,1910,56.3,157,0,0,0,0,0,0
804,37:19.6,L50484,L,298.3,309.3,1776,44.7,13,0,0,0,0,0,0
805,31:19.6,H31085,H,297.3,306.9,1444,34.9,60,0,0,0,0,0,0
806,35:19.6,H31086,H,295.7,306.6,1571,42.9,104,0,0,0,0,0,0
807,02:19.6,L50485,L,296.3,307.7,1719,41.5,63,0,0,0,0,0,0
808,55:19.6,L50486,L,303.2,310.9,1218,62.3,0,1,0,1,0,0,0
809,55:19.6,M16237,M,296.8,307.4,1403,46.6,6,0,0,0,0,0,0
810,21:19.6,M16238,M,298.6,308.5,1514,47.3,117,0,0,0,0,0,0
811,41:19.6,L50487,L,296.7,306.8,1783,33.4,97,0,0,0,0,0,0
812,56:19.6,L50488,L,296.0,305.9,1446,41.7,153,0,0,0,0,0,0
813,18:19.6,L50489,L,301.0,311.8,1679,40.3,167,0,0,0,0,0,0
814,30:19.6,M16239,M,300.6,310.5,1487,39.7,85,0,0,0,0,0,0
815,25:19.6,L50490,L,299.9,311.2,1827,47.7,70,0,0,0,0,0,0
816,05:19.6,M16240,M,299.7,307.0,1376,55.3,148,1,0,1,0,0,0
817,13:19.6,L50491,L,300.7,308.0,1171,51.9,80,1,0,1,0,0,0
818,59:19.6,L50492,L,299.9,306.9,1196,64.0,159,1,0,1,0,0,0
819,17:19.6,L50493,L,304.2,314.7,1415,33.9,40,0,0,0,0,0,0
820,55:19.6,L50494,L,301.9,313.4,1484,45.2,58,0,0,0,0,0,0
821,23:19.6,L50495,L,302.3,312.9,1665,49.1,163,0,0,0,0,0,0
822,52:19.6,M16241,M,295.7,305.8,1471,47.8,22,0,0,0,0,0,0
823,31:19.6,L50496,L,296.6,307.0,1589,19.9,105,0,0,0,0,0,0
824,34:19.6,L50497,L,295.5,307.0,1515,28.1,122,0,0,0,0,0,0
825,34:19.6,L50498,L,300.5,310.2,1811,34.7,124,0,0,0,0,0,0
826,08:19.6,H31087,H,296.1,307.3,1653,24.1,107,0,0,0,0,0,0
827,58:19.6,M16242,M,303.9,313.9,1572,49.0,57,0,0,0,0,0,0
828,45:19.6,L50499,L,303.1,313.9,1600,36.0,148,0,0,0,0,0,0
829,21:19.6,L50500,L,296.5,307.5,1418,39.9,175,0,0,0,0,0,0
830,18:19.6,M16243,M,304.5,314.5,1522,34.8,23,0,0,0,0,0,0
831,40:19.6,L50501,L,304.1,315.1,1633,49.4,28,0,0,0,0,0,0
832,03:19.6,L50502,L,303.4,314.8,1572,57.2,70,0,0,0,0,0,0
833,28:19.6,L50503,L,304.5,314.1,1430,43.5,112,0,0,0,0,0,0
834,04:19.6,L50504,L,303.1,313.5,1671,37.6,45,0,0,0,0,0,0
835,27:19.6,L50505,L,296.7,307.8,1522,54.9,96,0,0,0,0,0,0
836,35:19.6,L50506,L,304.3,314.1,1460,37.6,115,0,0,0,0,0,0
837,50:19.6,M16244,M,299.9,310.2,1520,41.2,46,0,0,0,0,0,0
838,13:19.6,L50507,L,302.0,313.1,1771,49.7,152,0,0,0,0,0,0
839,08:19.6,M16245,M,300.6,311.5,1955,24.9,132,0,0,0,0,0,0
840,47:19.6,H31088,H,300.1,310.0,1793,37.4,106,0,0,0,0,0,0
841,40:19.6,L50508,L,301.5,312.2,1406,35.6,117,0,0,0,0,0,0
842,46:19.6,M16246,M,296.8,307.7,1933,45.0,35,0,0,0,0,0,0
843,44:19.6,M16247,M,298.6,309.7,1626,39.9,133,0,0,0,0,0,0
844,09:19.6,M16248,M,303.5,311.1,1346,64.0,194,1,0,1,0,0,0
845,26:19.6,H31089,H,296.5,307.3,1442,38.9,65,0,0,0,0,0,0
846,10:19.6,L50509,L,298.4,309.1,1661,39.5,134,0,0,0,0,0,0
847,15:19.6,L50510,L,296.5,307.1,2133,25.9,158,0,0,0,0,0,0
848,37:19.6,L50511,L,295.9,306.8,1773,32.1,88,0,0,0,0,0,0
849,04:19.6,M16249,M,304.0,315.1,1510,31.8,158,0,0,0,0,0,0
850,27:19.6,L50512,L,299.1,310.1,1449,30.0,40,0,0,0,0,0,0
851,36:19.6,M16250,M,301.3,311.3,1496,36.0,130,0,0,0,0,0,0
852,26:19.6,L50513,L,302.9,310.0,1219,62.6,163,1,0,1,0,0,0
853,11:19.6,L50514,L,302.3,313.6,1528,41.2,143,0,0,0,0,0,0
854,03:19.6,M16251,M,302.2,312.5,1559,25.6,165,0,0,0,0,0,0
855,10:19.6,M16252,M,295.8,305.9,1586,29.0,119,0,0,0,0,0,0
856,34:19.6,L50515,L,295.6,305.2,1859,42.5,38,0,0,0,0,0,0
857,05:19.6,H31090,H,299.2,310.0,1400,31.3,6,0,0,0,0,0,0
858,07:19.6,L50516,L,302.4,313.3,1562,54.8,36,0,0,0,0,0,0
859,19:19.6,M16253,M,296.4,306.8,1520,45.3,155,0,0,0,0,0,0
860,42:19.6,L50517,L,303.5,313.6,1467,40.9,165,0,0,0,0,0,0
861,47:19.6,L50518,L,300.5,311.5,1917,46.0,102,0,0,0,0,0,0
862,21:19.6,L50519,L,299.0,310.2,1757,22.9,90,0,0,0,0,0,0
863,12:19.6,M16254,M,304.3,313.8,1538,41.1,173,0,0,0,0,0,0
864,23:19.6,M16255,M,296.1,307.3,1666,53.6,147,0,0,0,0,0,0
865,13:19.6,L50520,L,301.4,309.6,1344,69.7,188,1,0,1,0,0,0
866,43:19.6,L50521,L,299.6,309.6,1449,39.7,23,0,0,0,0,0,0
867,32:19.6,H31091,H,304.0,315.3,1536,25.6,62,0,0,0,0,0,0
868,39:19.6,L50522,L,301.1,309.1,1189,44.7,81,1,0,1,0,0,0
869,04:19.6,M16256,M,297.4,307.0,1710,45.9,178,0,0,0,0,0,0
870,58:19.6,L50523,L,296.9,308.3,1781,27.8,151,0,0,0,0,0,0
871,31:19.6,L50524,L,299.2,309.2,1551,32.3,178,0,0,0,0,0,0
872,34:19.6,L50525,L,302.1,313.4,1667,35.5,52,0,0,0,0,0,0
873,10:19.6,H31092,H,298.7,308.5,1777,24.3,81,0,0,0,0,0,0
874,35:19.6,H31093,H,297.3,308.3,1576,39.0,140,0,0,0,0,0,0
875,13:19.6,L50526,L,301.2,311.4,1628,37.4,57,0,0,0,0,0,0
876,11:19.6,L50527,L,302.4,313.8,1560,25.9,51,0,0,0,0,0,0
877,35:19.6,L50528,L,296.7,306.5,1655,32.9,53,0,0,0,0,0,0
878,57:19.6,L50529,L,296.9,306.4,1457,41.1,176,0,0,0,0,0,0
879,25:19.6,L50530,L,303.0,313.7,1902,49.3,155,0,0,0,0,0,0
880,02:19.6,M16257,M,300.5,310.8,1498,60.2,125,0,0,0,0,0,0
881,10:19.6,H31094,H,301.2,311.4,1572,47.6,15,0,0,0,0,0,0
882,37:19.6,L50531,L,296.3,307.4,1642,33.2,72,0,0,0,0,0,0
883,09:19.6,L50532,L,301.5,312.9,1656,36.1,8,0,0,0,0,0,0
884,53:19.6,L50533,L,295.5,306.2,1746,12.6,1,0,0,0,0,0,0
885,46:19.6,L50534,L,300.9,310.6,1595,49.8,172,0,0,0,0,0,0
886,17:19.6,L50535,L,302.3,312.5,1502,34.0,122,0,0,0,0,0,0
887,00:19.6,L50536,L,299.1,310.4,1678,54.1,55,0,0,0,0,0,0
888,58:19.6,M16258,M,299.2,310.4,1595,39.5,79,0,0,0,0,0,0
889,56:19.6,L50537,L,299.1,309.3,1941,41.5,126,0,0,0,0,0,0
890,48:19.6,M16259,M,299.9,310.8,1609,52.5,163,0,0,0,0,0,0
891,53:19.6,M16260,M,302.2,311.9,1438,27.3,64,0,0,0,0,0,0
892,50:19.6,L50538,L,295.6,305.9,1573,45.6,15,0,0,0,0,0,0
893,52:19.6,L50539,L,302.3,313.3,1456,37.4,2,0,0,0,0,0,0
894,03:19.6,L50540,L,301.3,311.0,1720,37.2,140,0,0,0,0,0,0
895,05:19.6,L50541,L,299.9,309.8,1882,51.3,70,0,0,0,0,0,0
896,30:19.6,M16261,M,298.4,308.6,1826,44.8,11,0,0,0,0,0,0
897,24:19.6,L50542,L,299.9,309.7,1420,45.8,79,0,0,0,0,0,0
898,59:19.6,L50543,L,301.9,312.5,1414,48.3,33,0,0,0,0,0,0
899,45:19.6,L50544,L,301.2,312.6,1543,50.8,137,0,0,0,0,0,0
900,44:19.6,M16262,M,303.7,314.9,1610,30.5,43,0,0,0,0,0,0
901,43:19.6,L50545,L,302.5,313.3,1995,38.0,127,0,0,0,0,0,0
902,02:19.6,H31095,H,302.7,312.3,1662,62.6,52,0,0,0,0,0,0
903,23:19.6,L50546,L,299.0,309.2,1506,51.7,94,0,0,0,0,0,0
904,20:19.6,M16263,M,297.3,306.9,1815,43.6,19,0,0,0,0,0,0
905,39:19.6,L50547,L,301.3,312.4,1614,38.3,153,0,0,0,0,0,0
906,46:19.6,L50548,L,297.8,308.1,1507,40.6,118,0,0,0,0,0,0
907,23:19.6,M16264,M,303.9,315.0,1883,29.7,154,0,0,0,0,0,0
908,22:19.6,H31096,H,302.9,314.2,1525,46.1,118,0,0,0,0,0,0
909,57:19.6,L50549,L,304.5,314.7,1806,25.5,129,0,0,0,0,0,0
910,27:19.6,M16265,M,297.7,307.3,1824,43.2,35,0,0,0,0,0,0
911,44:19.6,M16266,M,301.0,309.3,1297,53.8,17,1,0,1,0,0,0
912,31:19.6,H31097,H,301.9,312.7,1898,41.7,80,0,0,0,0,0,0
913,45:19.6,L50550,L,295.8,307.2,1456,43.3,176,0,0,0,0,0,0
914,57:19.6,L50551,L,298.1,308.8,1826,45.1,65,0,0,0,0,0,0
915,22:19.6,L50552,L,304.3,314.0,1516,39.8,128,0,0,0,0,0,0
916,30:19.6,L50553,L,297.7,308.7,1935,44.5,28,0,0,0,0,0,0
917,37:19.6,M16267,M,296.7,308.1,1582,35.2,143,0,0,0,0,0,0
918,31:19.6,L50554,L,303.0,314.2,1530,53.0,68,0,0,0,0,0,0
919,01:19.6,M16268,M,304.4,314.9,1472,35.0,86,0,0,0,0,0,0
920,50:19.6,M16269,M,297.4,307.8,1624,45.0,122,0,0,0,0,0,0
921,14:19.6,L50555,L,295.7,306.9,1913,32.1,39,0,0,0,0,0,0
922,40:19.6,L50556,L,302.7,309.5,1316,52.2,148,1,0,1,0,0,0
923,07:19.6,M16270,M,303.0,313.4,1437,42.6,152,0,0,0,0,0,0
924,48:19.6,L50557,L,301.4,311.8,1548,46.9,46,0,0,0,0,0,0
925,37:19.6,M16271,M,297.2,307.8,1449,29.5,167,0,0,0,0,0,0
926,33:19.6,M16272,M,299.1,309.4,1487,29.7,37,0,0,0,0,0,0
927,39:19.6,L50558,L,296.0,305.8,1637,35.5,142,0,0,0,0,0,0
928,45:19.6,L50559,L,299.5,311.0,1811,11.4,150,0,0,0,0,0,0
929,13:19.6,L50560,L,297.5,308.7,1708,35.9,4,0,0,0,0,0,0
930,17:19.6,M16273,M,298.6,308.4,1560,40.0,115,0,0,0,0,0,0
931,55:19.6,H31098,H,299.4,310.2,1925,36.9,178,0,0,0,0,0,0
932,25:19.6,L50561,L,299.7,311.2,1393,47.4,96,0,0,0,0,0,0
933,21:19.6,M16274,M,303.3,314.6,1945,34.2,106,0,0,0,0,0,0
934,48:19.6,H31099,H,303.9,314.2,1787,43.0,58,0,0,0,0,0,0
935,51:19.6,L50562,L,296.0,307.1,1687,47.4,128,0,0,0,0,0,0
936,57:19.6,L50563,L,300.9,309.2,1178,39.9,178,1,0,1,0,0,0
937,30:19.6,H31100,H,297.2,307.2,1561,41.5,99,0,0,0,0,0,0
938,05:19.6,L50564,L,296.1,306.9,1421,24.6,122,0,0,0,0,0,0
939,06:19.6,M16275,M,303.2,313.1,1414,21.7,173,0,0,0,0,0,0
940,05:19.6,M16276,M,302.2,308.8,1345,34.8,10,1,0,1,0,0,0
941,56:19.6,L50565,L,296.0,306.4,1779,45.4,129,0,0,0,0,0,0
942,25:19.6,L50566,L,297.0,307.7,1517,38.9,0,0,0,0,0,0,0
943,20:19.6,M16277,M,299.8,309.4,1401,44.8,108,0,0,0,0,0,0
944,17:19.6,M16278,M,303.8,314.9,1980,42.1,52,0,0,0,0,0,0
945,38:19.6,M16279,M,299.9,309.6,1726,44.4,68,0,0,0,0,0,0
946,32:19.6,M16280,M,301.3,309.3,1229,61.7,13,1,0,1,0,0,0
947,55:19.6,H31101,H,296.2,306.3,1898,39.5,83,0,0,0,0,0,0
948,19:19.6,L50567,L,298.7,309.0,1680,38.4,124,0,0,0,0,0,0
949,49:19.6,M16281,M,301.8,313.2,1923,32.5,97,0,0,0,0,0,0
950,05:19.6,L50568,L,304.3,312.6,1335,58.5,24,1,0,1,0,0,0
951,50:19.6,M16282,M,302.1,312.9,1634,48.4,96,0,0,0,0,0,0
952,09:19.6,M16283,M,301.2,307.9,1325,49.1,120,1,0,1,0,0,0
953,43:19.6,M16284,M,301.9,311.5,1683,25.0,64,0,0,0,0,0,0
954,12:19.6,M16285,M,301.9,312.6,1397,46.2,150,0,0,0,0,0,0
955,15:19.6,L50569,L,298.4,309.3,1956,36.6,90,0,0,0,0,0,0
956,25:19.6,L50570,L,303.7,313.7,1951,22.8,170,0,0,0,0,0,0
957,45:19.6,L50571,L,300.9,310.6,1729,31.7,153,0,0,0,0,0,0
958,39:19.6,H31102,H,296.3,306.5,1495,42.6,14,0,0,0,0,0,0
959,18:19.6,L50572,L,300.5,310.1,1600,30.2,37,0,0,0,0,0,0
960,45:19.6,L50573,L,298.1,308.4,1757,50.4,56,0,0,0,0,0,0
961,28:19.6,L50574,L,303.5,313.7,1563,20.7,169,0,0,0,0,0,0
962,43:19.6,L50575,L,300.3,310.0,1748,18.2,83,0,0,0,0,0,0
963,37:19.6,L50576,L,300.8,311.8,1820,18.8,11,0,0,0,0,0,0
964,50:19.6,L50577,L,295.4,305.4,1502,31.5,144,0,0,0,0,0,0
965,19:19.6,L50578,L,300.8,312.0,1550,50.3,62,0,0,0,0,0,0
966,01:19.6,L50579,L,298.1,309.4,1517,42.7,63,0,0,0,0,0,0
967,46:19.6,M16286,M,303.9,314.5,1626,27.8,133,0,0,0,0,0,0
968,03:19.6,L50580,L,300.0,310.5,1575,34.8,169,0,0,0,0,0,0
969,24:19.6,H31103,H,300.3,308.4,1331,61.5,140,1,0,1,0,0,0
970,08:19.6,L50581,L,304.4,314.4,1735,54.8,164,0,0,0,0,0,0
971,48:19.6,L50582,L,298.0,308.2,1736,45.3,165,0,0,0,0,0,0
972,17:19.6,L50583,L,300.1,311.0,1537,49.4,56,0,0,0,0,0,0
973,44:19.6,H31104,H,299.3,310.4,1380,42.0,112,0,0,0,0,0,0
974,47:19.6,L50584,L,297.6,307.1,1444,35.9,110,0,0,0,0,0,0
975,42:19.6,M16287,M,300.9,310.4,1575,44.0,6,0,0,0,0,0,0
976,10:19.6,L50585,L,303.4,311.1,1201,56.1,161,1,0,1,0,0,0
977,05:19.6,L50586,L,298.5,308.8,1680,39.8,157,0,0,0,0,0,0
978,42:19.6,M16288,M,299.2,309.4,1732,32.8,9,0,0,0,0,0,0
979,08:19.6,L50587,L,304.3,315.7,1639,47.8,119,0,0,0,0,0,0
980,52:19.6,L50588,L,299.5,309.7,1811,42.1,121,0,0,0,0,0,0
981,08:19.6,L50589,L,301.8,309.8,1294,44.9,97,1,0,1,0,0,0
982,09:19.6,L50590,L,302.0,312.3,1443,23.4,123,0,0,0,0,0,0
983,30:19.6,L50591,L,303.3,314.7,1642,52.8,65,0,0,0,0,0,0
984,17:19.6,M16289,M,304.3,311.5,1354,43.4,92,1,0,1,0,0,0
985,40:19.6,H31105,H,295.7,305.5,1424,55.5,148,0,0,0,0,0,0
986,03:19.6,M16290,M,304.0,314.7,1483,51.8,162,0,0,0,0,0,0
987,34:19.6,L50592,L,297.9,307.9,1558,17.6,100,0,0,0,0,0,0
988,40:19.6,H31106,H,303.6,314.2,1456,47.7,80,0,0,0,0,0,0
989,52:19.6,L50593,L,303.2,313.6,1382,31.9,86,0,0,0,0,0,0
990,20:19.6,L50594,L,302.6,312.3,1551,32.4,28,0,0,0,0,0,0
991,29:19.6,M16291,M,299.3,308.9,1540,41.9,4,0,0,0,0,0,0
992,04:19.6,L50595,L,299.6,310.8,1554,54.8,120,0,0,0,0,0,0
993,50:19.6,L50596,L,303.5,314.1,1413,36.5,41,0,0,0,0,0,0
994,14:19.6,L50597,L,300.9,310.9,1470,47.4,59,0,0,0,0,0,0
995,54:19.6,M16292,M,297.5,308.9,1686,53.3,29,0,0,0,0,0,0
996,22:19.6,L50598,L,300.3,310.7,1870,35.3,26,0,0,0,0,0,0
997,59:19.6,L50599,L,300.4,310.5,1604,35.0,39,0,0,0,0,0,0
998,15:19.6,L50600,L,301.9,311.6,1536,30.3,28,0,0,0,0,0,0
999,48:19.6,M16293,M,303.6,313.3,1721,34.4,107,0,0,0,0,0,0
1000,30:19.6,L50601,L,303.3,314.6,1631,41.5,71,0,0,0,0,0,0
1001,07:19.6,M16294,M,301.6,309.8,1221,64.6,20,1,0,1,0,0,0
1002,12:19.6,L50602,L,298.1,308.0,1796,54.9,70,0,0,0,0,0,0
1003,40:19.6,M16295,M,300.9,311.3,1868,23.0,16,0,0,0,0,0,0
1004,49:19.6,L50603,L,296.4,307.0,1412,25.9,3,0,0,0,0,0,0
1005,15:19.6,L50604,L,300.3,311.4,1574,59.9,16,0,0,0,0,0,0
1006,13:19.6,L50605,L,302.1,312.9,1600,34.0,90,0,0,0,0,0,0
1007,27:19.6,M16296,M,304.3,314.6,1477,41.8,139,0,0,0,0,0,0
1008,50:19.6,L50606,L,303.2,312.8,1573,30.7,14,0,0,0,0,0,0
1009,16:19.6,L50607,L,298.5,308.6,1406,42.4,45,0,0,0,0,0,0
1010,29:19.6,M16297,M,295.7,306.8,1815,32.1,109,0,0,0,0,0,0
1011,53:19.6,L50608,L,298.8,308.4,1524,36.1,28,0,0,0,0,0,0
1012,58:19.6,L50609,L,301.7,311.7,1560,56.2,29,0,0,0,0,0,0
1013,54:19.6,L50610,L,301.8,313.0,1568,53.7,18,0,0,0,0,0,0
1014,42:19.6,L50611,L,300.7,308.4,1211,63.5,77,1,0,1,0,0,0
1015,24:19.6,L50612,L,304.4,311.6,1265,63.5,189,1,0,1,0,0,0
1016,45:19.6,M16298,M,295.6,306.7,1696,33.4,51,0,0,0,0,0,0
1017,01:19.6,M16299,M,295.7,305.7,1522,43.6,131,0,0,0,0,0,0
1018,56:19.6,L50613,L,303.9,313.9,1383,44.9,148,0,0,0,0,0,0
1019,50:19.6,L50614,L,302.6,312.6,1488,41.0,171,0,0,0,0,0,0
1020,06:19.6,L50615,L,298.7,308.8,1883,43.3,152,0,0,0,0,0,0
1021,58:19.6,L50616,L,296.1,305.6,1760,37.9,103,0,0,0,0,0,0
1022,26:19.6,L50617,L,301.6,313.0,1666,47.9,74,0,0,0,0,0,0
1023,53:19.6,L50618,L,304.4,312.6,1257,60.0,42,1,0,1,0,0,0
1024,23:19.6,L50619,L,296.3,306.7,1739,38.5,98,0,0,0,0,0,0
1025,33:19.6,L50620,L,295.7,307.1,1731,53.4,48,0,0,0,0,0,0
1026,35:19.6,L50621,L,295.5,305.1,1768,42.3,58,0,0,0,0,0,0
1027,17:19.6,L50622,L,300.3,310.1,1608,46.2,81,0,0,0,0,0,0
1028,32:19.6,H31107,H,300.9,311.0,1464,46.3,123,0,0,0,0,0,0
1029,54:19.6,M16300,M,296.2,306.3,1477,47.7,101,0,0,0,0,0,0
1030,46:19.6,M16301,M,300.1,310.4,1936,34.8,167,0,0,0,0,0,0
1031,44:19.6,L50623,L,302.3,312.4,1680,36.8,170,0,0,0,0,0,0
1032,30:19.6,L50624,L,301.5,309.4,1295,53.8,93,1,0,1,0,0,0
1033,06:19.6,M16302,M,300.9,311.8,1696,35.3,170,0,0,0,0,0,0
1034,45:19.6,L50625,L,296.8,307.1,1575,43.4,75,0,0,0,0,0,0
1035,19:19.6,L50626,L,296.7,306.2,1428,42.4,20,0,0,0,0,0,0
1036,04:19.6,M16303,M,304.1,313.7,1426,32.6,74,0,0,0,0,0,0
1037,20:19.6,H31108,H,303.9,315.2,1671,44.7,174,0,0,0,0,0,0
1038,26:19.6,L50627,L,301.5,311.5,1528,45.3,23,0,0,0,0,0,0
1039,23:19.6,L50628,L,301.1,311.3,1600,35.7,111,0,0,0,0,0,0
1040,43:19.6,M16304,M,299.9,308.0,1337,67.2,122,1,0,1,0,0,0
1041,18:19.6,L50629,L,302.2,313.5,1558,45.2,64,0,0,0,0,0,0
1042,33:19.6,L50630,L,303.0,314.1,1412,32.8,147,0,0,0,0,0,0
1043,39:19.6,L50631,L,297.5,308.2,1394,43.6,64,0,0,0,0,0,0
1044,50:19.6,H31109,H,302.8,313.2,1418,18.4,54,0,0,0,0,0,0
1045,44:19.6,L50632,L,303.4,314.9,1908,38.3,84,0,0,0,0,0,0
1046,25:19.6,L50633,L,297.8,308.9,1752,52.2,75,0,0,0,0,0,0
1047,47:19.6,H31110,H,296.5,306.2,1627,33.4,127,0,0,0,0,0,0
1048,00:19.6,L50634,L,304.0,314.2,1689,27.0,73,0,0,0,0,0,0
1049,08:19.6,L50635,L,299.6,310.9,1513,44.2,93,0,0,0,0,0,0
1050,44:19.6,L50636,L,297.2,307.0,1540,55.0,164,0,0,0,0,0,0
1051,21:19.6,H31111,H,301.6,312.4,1465,30.6,7,0,0,0,0,0,0
1052,38:19.6,L50637,L,301.3,312.6,1649,32.2,69,0,0,0,0,0,0
1053,54:19.6,M16305,M,301.2,311.2,1529,32.5,74,0,0,0,0,0,0
1054,26:19.6,M16306,M,296.7,306.6,1897,42.5,47,0,0,0,0,0,0
1055,16:19.6,L50638,L,297.4,307.6,1721,42.6,135,0,0,0,0,0,0
1056,33:19.6,M16307,M,295.5,306.6,1880,52.6,123,0,0,0,0,0,0
1057,43:19.6,L50639,L,301.2,311.6,1488,48.7,21,0,0,0,0,0,0
1058,24:19.6,L50640,L,296.9,306.9,1610,23.9,74,0,0,0,0,0,0
1059,06:19.6,L50641,L,299.2,309.4,1701,13.6,113,0,0,0,0,0,0
1060,10:19.6,M16308,M,299.4,309.9,1624,47.1,88,0,0,0,0,0,0
1061,59:19.6,L50642,L,303.6,313.8,1426,40.3,76,0,0,0,0,0,0
1062,28:19.6,M16309,M,303.7,314.0,1437,31.6,81,0,0,0,0,0,0
1063,10:19.6,M16310,M,299.6,309.8,1583,40.2,76,0,0,0,0,0,0
1064,07:19.6,L50643,L,300.9,310.6,1622,36.8,129,0,0,0,0,0,0
1065,05:19.6,H31112,H,297.1,307.0,1389,21.7,149,0,0,0,0,0,0
1066,59:19.6,L50644,L,302.8,313.8,1636,49.3,132,0,0,0,0,0,0
1067,10:19.6,L50645,L,295.6,305.2,1563,37.3,90,0,0,0,0,0,0
1068,55:19.6,L50646,L,303.6,314.9,1971,44.6,179,0,0,0,0,0,0
1069,48:19.6,H31113,H,302.0,312.9,1462,42.6,117,0,0,0,0,0,0
1070,23:19.6,L50647,L,301.9,309.6,1276,63.5,176,1,0,1,0,0,0
1071,44:19.6,M16311,M,296.1,306.7,1612,44.0,31,0,0,0,0,0,0
1072,09:19.6,M16312,M,304.3,314.9,1493,26.9,105,0,0,0,0,0,0
1073,25:19.6,L50648,L,299.2,309.3,1407,46.5,124,0,0,0,0,0,0
1074,22:19.6,M16313,M,296.5,306.7,1760,20.9,79,0,0,0,0,0,0
1075,54:19.6,L50649,L,295.5,305.7,1574,28.7,165,0,0,0,0,0,0
1076,06:19.6,L50650,L,297.1,307.1,1716,26.6,108,0,0,0,0,0,0
1077,24:19.6,L50651,L,297.8,307.3,1682,44.5,71,0,0,0,0,0,0
1078,25:19.6,L50652,L,297.6,308.6,1552,35.1,137,0,0,0,0,0,0
1079,04:19.6,L50653,L,303.7,313.9,1615,42.1,152,0,0,0,0,0,0
1080,41:19.6,M16314,M,298.7,310.2,1801,37.6,83,0,0,0,0,0,0
1081,38:19.6,M16315,M,295.3,306.7,1535,46.2,179,0,0,0,0,0,0
1082,50:19.6,M16316,M,302.6,313.2,1760,43.9,78,0,0,0,0,0,0
1083,21:19.6,L50654,L,296.3,306.9,1791,38.9,99,0,0,0,0,0,0
1084,37:19.6,M16317,M,300.1,310.0,1563,22.4,132,0,0,0,0,0,0
1085,24:19.6,L50655,L,302.5,312.6,1691,42.6,72,0,0,0,0,0,0
1086,03:19.6,M16318,M,297.2,307.0,1508,49.1,74,0,0,0,0,0,0
1087,16:19.6,M16319,M,300.3,310.8,1658,29.2,143,0,0,0,0,0,0
1088,05:19.6,L50656,L,304.4,315.5,1464,31.9,39,0,0,0,0,0,0
1089,47:19.6,L50657,L,298.9,309.1,1718,42.0,8,0,0,0,0,0,0
1090,11:19.6,M16320,M,301.8,311.4,1563,34.4,115,0,0,0,0,0,0
1091,45:19.6,M16321,M,300.4,311.4,1759,40.9,6,0,0,0,0,0,0
1092,41:19.6,L50658,L,296.8,306.5,1782,59.0,19,0,0,0,0,0,0
1093,27:19.6,L50659,L,300.0,310.5,1383,43.4,5,0,0,0,0,0,0
1094,54:19.6,H31114,H,303.8,315.2,1471,45.9,7,0,0,0,0,0,0
1095,12:19.6,L50660,L,297.2,308.6,1509,39.0,165,0,0,0,0,0,0
1096,35:19.6,M16322,M,296.0,306.3,1985,34.9,52,0,0,0,0,0,0
1097,04:19.6,M16323,M,298.5,309.4,1645,43.7,175,0,0,0,0,0,0
1098,11:19.6,L50661,L,298.7,309.0,1934,56.9,171,0,0,0,0,0,0
1099,58:19.6,M16324,M,296.3,307.1,1589,51.0,116,0,0,0,0,0,0
1100,01:19.6,M16325,M,300.4,311.2,1875,33.6,19,0,0,0,0,0,0
1101,59:19.6,H31115,H,300.7,310.9,1938,35.8,115,0,0,0,0,0,0
1102,02:19.6,L50662,L,298.3,308.8,1513,42.1,41,0,0,0,0,0,0
1103,54:19.6,L50663,L,297.7,308.1,1611,45.7,133,0,0,0,0,0,0
1104,03:19.6,L50664,L,300.0,309.6,1700,41.2,140,0,0,0,0,0,0
1105,18:19.6,L50665,L,295.4,305.8,1395,39.9,19,0,0,0,0,0,0
1106,57:19.6,L50666,L,298.5,309.6,1535,53.3,85,0,0,0,0,0,0
1107,09:19.6,L50667,L,303.6,314.2,1650,55.9,6,0,0,0,0,0,0
1108,11:19.6,L50668,L,298.4,309.3,1662,50.9,27,0,0,0,0,0,0
1109,28:19.6,M16326,M,302.8,310.4,1295,59.8,8,1,0,1,0,0,0
1110,00:19.6,M16327,M,298.1,308.1,1471,34.1,63,0,0,0,0,0,0
1111,38:19.6,L50669,L,303.3,314.6,1519,37.5,145,0,0,0,0,0,0
1112,46:19.6,L50670,L,302.5,313.2,1569,24.2,42,0,0,0,0,0,0
1113,58:19.6,M16328,M,297.5,307.0,1438,55.4,56,0,0,0,0,0,0
1114,04:19.6,M16329,M,299.8,310.7,1460,33.5,105,0,0,0,0,0,0
1115,57:19.6,L50671,L,300.2,308.0,1196,54.1,125,1,0,1,0,0,0
1116,40:19.6,M16330,M,303.3,314.8,1769,42.8,58,0,0,0,0,0,0
1117,51:19.6,L50672,L,297.5,308.3,1894,39.4,45,0,0,0,0,0,0
1118,32:19.6,M16331,M,296.5,307.4,1622,36.1,10,0,0,0,0,0,0
1119,10:19.6,M16332,M,300.6,311.8,1473,41.0,98,0,0,0,0,0,0
1120,49:19.6,L50673,L,300.1,310.8,1885,47.5,55,0,0,0,0,0,0
