UDI,Timestamp,Product ID,Type of Failure,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
1110,56:19.6,L60688,L,299.5,310.1,1329,41.3,187,0,0,0,0,0,0
1111,03:19.6,L60689,L,295.6,307.0,1642,19.4,48,0,0,0,0,0,0
1112,09:19.6,M20322,M,302.1,313.0,1572,30.2,44,0,0,0,0,0,0
1113,37:19.6,M20323,M,300.8,311.2,1611,41.2,216,1,1,0,0,0,0
1114,48:19.6,L60690,L,298.7,309.6,1668,24.9,20,0,0,0,0,0,0
1115,18:19.6,M20324,M,303.3,313.6,1518,40.0,111,0,0,0,0,0,0
1116,48:19.6,L60691,L,299.2,309.0,1620,40.8,41,0,0,0,0,0,0
1117,22:19.6,L60692,L,301.9,312.4,1607,53.5,12,0,0,0,0,0,0
1118,52:19.6,M20325,M,302.0,312.9,1522,23.5,181,0,0,0,0,0,0
1119,00:19.6,L60693,L,298.0,309.4,1715,37.2,162,0,0,0,0,0,0
1120,02:19.6,L60694,L,297.7,308.0,1427,38.7,55,0,0,0,0,0,0
1121,23:19.6,M20326,M,301.6,311.7,1622,48.8,99,0,0,0,0,0,0
1122,13:19.6,M20327,M,296.8,306.6,1684,33.8,194,0,0,0,0,0,0
1123,26:19.6,M20328,M,304.1,314.6,1414,27.1,21,0,0,0,0,0,0
1124,41:19.6,M20329,M,299.3,310.5,1761,41.5,145,0,0,0,0,0,0
1125,05:19.6,M20330,M,301.5,311.2,1518,67.6,25,0,0,0,0,0,0
1126,13:19.6,L60695,L,297.7,308.1,1709,36.1,73,0,0,0,0,0,0
1127,41:19.6,L60696,L,303.9,315.1,1560,36.3,157,0,0,0,0,0,0
1128,46:19.6,L60697,L,302.2,312.5,1233,38.2,64,0,0,0,0,0,0
1129,30:19.6,L60698,L,303.5,314.1,1373,41.3,191,0,0,0,0,0,0
1130,47:19.6,M20331,M,297.7,308.7,1724,34.4,60,0,0,0,0,0,0
1131,59:19.6,L60699,L,304.5,315.5,1547,42.9,252,1,1,0,0,0,0
1132,00:19.6,L60700,L,303.0,312.6,1637,35.4,150,0,0,0,0,0,0
1133,54:19.6,H35102,H,303.5,314.5,1720,43.8,103,0,0,0,0,0,0
1134,22:19.6,H35103,H,304.1,315.6,1421,39.7,166,0,0,0,0,0,0
1135,29:19.6,H35104,H,302.2,312.5,1443,39.1,89,0,0,0,0,0,0
1136,47:19.6,L60701,L,298.9,310.1,1560,44.7,166,0,0,0,0,0,0
1137,46:19.6,L60702,L,301.1,310.6,1345,37.1,125,0,0,0,0,0,0
1138,06:19.6,M20332,M,298.5,308.5,1487,33.2,112,0,0,0,0,0,0
1139,32:19.6,H35105,H,303.7,315.2,1634,44.3,139,0,0,0,0,0,0
1140,48:19.6,H35106,H,302.7,313.5,1606,38.3,224,1,1,0,0,0,0
1141,12:19.6,M20333,M,304.0,314.8,1168,32.8,194,0,0,0,0,0,0
1142,31:19.6,L60703,L,295.9,307.1,1400,26.9,136,0,0,0,0,0,0
1143,55:19.6,M20334,M,297.7,307.6,1599,20.0,161,0,0,0,0,0,0
1144,32:19.6,L60704,L,303.9,315.3,1202,50.3,172,0,0,0,0,0,0
1145,06:19.6,H35107,H,299.2,309.2,1168,46.0,163,0,0,0,0,0,0
1146,42:19.6,L60705,L,302.0,312.6,1785,21.6,219,1,1,0,0,0,0
1147,25:19.6,M20335,M,295.9,305.5,1806,44.3,115,0,0,0,0,0,0
1148,51:19.6,M20336,M,297.1,308.3,1379,38.6,152,0,0,0,0,0,0
1149,44:19.6,L60706,L,303.0,313.0,1528,18.0,135,0,0,0,0,0,0
1150,14:19.6,L60707,L,300.1,310.2,1889,32.3,208,1,1,0,0,0,0
1151,58:19.6,H35108,H,297.2,306.7,1734,31.1,243,1,1,0,0,0,0
1152,11:19.6,L60708,L,303.9,313.4,1650,31.9,193,0,0,0,0,0,0
1153,39:19.6,H35109,H,297.1,308.5,1574,37.9,215,1,1,0,0,0,0
1154,09:19.6,M20337,M,301.2,311.7,1618,44.4,190,0,0,0,0,0,0
1155,24:19.6,L60709,L,297.5,308.3,1756,43.0,62,0,0,0,0,0,0
1156,28:19.6,M20338,M,296.6,306.3,1352,40.8,64,0,0,0,0,0,0
1157,38:19.6,L60710,L,296.5,306.5,1674,46.4,154,0,0,0,0,0,0
1158,43:19.6,H35110,H,301.1,311.7,1796,40.0,33,0,0,0,0,0,0
1159,46:19.6,L60711,L,295.4,306.2,1678,28.3,182,0,0,0,0,0,0
1160,36:19.6,L60712,L,300.2,310.0,1462,26.0,106,0,0,0,0,0,0
1161,36:19.6,L60713,L,301.9,313.2,1677,36.9,43,0,0,0,0,0,0
1162,45:19.6,L60714,L,298.9,309.6,1435,36.5,163,0,0,0,0,0,0
1163,44:19.6,L60715,L,298.3,308.4,1243,37.1,228,1,1,0,0,0,0
1164,35:19.6,L60716,L,303.7,314.6,1958,42.9,99,0,0,0,0,0,0
1165,27:19.6,L60717,L,296.8,307.6,1453,39.2,79,0,0,0,0,0,0
1166,01:19.6,M20339,M,301.4,311.5,1692,46.5,190,0,0,0,0,0,0
1167,20:19.6,L60718,L,302.2,313.4,1540,31.6,216,1,1,0,0,0,0
1168,01:19.6,L60719,L,301.7,311.7,1320,35.1,35,0,0,0,0,0,0
1169,38:19.6,L60720,L,303.2,313.8,1778,33.6,157,0,0,0,0,0,0
1170,45:19.6,L60721,L,298.4,309.8,1405,42.1,145,0,0,0,0,0,0
1171,13:19.6,M20340,M,299.6,310.4,1472,47.1,153,0,0,0,0,0,0
1172,39:19.6,M20341,M,297.6,307.3,1538,41.1,14,0,0,0,0,0,0
1173,24:19.6,L60722,L,298.0,307.6,1468,37.6,220,1,1,0,0,0,0
1174,31:19.6,L60723,L,299.1,310.5,1388,31.3,141,0,0,0,0,0,0
1175,22:19.6,L60724,L,302.3,313.6,1766,41.3,68,0,0,0,0,0,0
1176,33:19.6,L60725,L,297.3,307.9,1617,42.8,96,0,0,0,0,0,0
1177,41:19.6,M20342,M,296.2,307.0,1478,31.6,172,0,0,0,0,0,0
1178,55:19.6,M20343,M,299.2,310.0,1737,45.3,116,0,0,0,0,0,0
1179,29:19.6,L60726,L,302.1,312.2,1601,47.9,105,0,0,0,0,0,0
1180,02:19.6,H35111,H,297.2,307.9,1313,42.1,22,0,0,0,0,0,0
1181,22:19.6,M20344,M,298.4,308.4,1544,40.5,52,0,0,0,0,0,0
1182,43:19.6,M20345,M,300.4,310.2,1806,48.8,112,0,0,0,0,0,0
1183,51:19.6,L60727,L,300.2,310.0,1592,40.2,62,0,0,0,0,0,0
1184,21:19.6,H35112,H,299.3,309.7,1601,45.2,183,0,0,0,0,0,0
1185,03:19.6,L60728,L,299.0,310.2,1426,55.6,84,0,0,0,0,0,0
1186,04:19.6,H35113,H,299.4,310.9,1443,38.6,84,0,0,0,0,0,0
1187,57:19.6,L60729,L,304.4,313.9,1676,34.3,122,0,0,0,0,0,0
1188,25:19.6,L60730,L,298.4,308.8,1660,44.4,95,0,0,0,0,0,0
1189,10:19.6,L60731,L,302.5,312.3,1816,30.8,211,1,1,0,0,0,0
1190,48:19.6,M20346,M,296.3,306.3,1431,40.1,44,0,0,0,0,0,0
1191,50:19.6,M20347,M,300.4,310.8,1467,12.9,108,0,0,0,0,0,0
1192,59:19.6,L60732,L,297.9,308.3,1481,41.0,250,1,1,0,0,0,0
1193,53:19.6,L60733,L,303.6,313.3,1618,30.6,201,1,1,0,0,0,0
1194,12:19.6,L60734,L,296.0,307.0,1828,13.2,119,0,0,0,0,0,0
1195,41:19.6,L60735,L,296.8,307.9,1619,42.1,34,0,0,0,0,0,0
1196,04:19.6,L60736,L,298.1,309.2,1577,46.1,192,0,0,0,0,0,0
1197,20:19.6,L60737,L,299.2,309.8,1838,30.0,235,1,1,0,0,0,0
1198,39:19.6,H35114,H,298.7,309.7,1239,32.0,186,0,0,0,0,0,0
1199,19:19.6,H35115,H,301.9,311.7,1670,46.0,37,0,0,0,0,0,0
1200,07:19.6,L60738,L,300.4,310.3,1396,22.6,182,0,0,0,0,0,0
1201,40:19.6,L60739,L,297.3,308.4,1323,23.2,63,0,0,0,0,0,0
1202,29:19.6,M20348,M,301.4,312.8,1623,30.1,61,0,0,0,0,0,0
1203,55:19.6,L60740,L,297.4,308.6,1579,43.0,22,0,0,0,0,0,0
1204,31:19.6,H35116,H,300.5,310.3,1367,54.5,61,0,0,0,0,0,0
1205,41:19.6,L60741,L,295.3,305.8,1835,39.5,147,0,0,0,0,0,0
1206,09:19.6,M20349,M,299.1,308.8,1787,35.7,34,0,0,0,0,0,0
1207,26:19.6,M20350,M,298.9,310.3,1710,43.5,45,0,0,0,0,0,0
1208,57:19.6,L60742,L,296.0,306.6,1444,42.0,77,0,0,0,0,0,0
1209,24:19.6,M20351,M,298.8,308.3,1590,32.6,192,0,0,0,0,0,0
1210,44:19.6,L60743,L,299.3,310.4,1722,35.9,69,0,0,0,0,0,0
1211,58:19.6,M20352,M,298.8,308.6,1490,29.5,151,0,0,0,0,0,0
1212,27:19.6,L60744,L,299.6,309.1,1634,46.0,174,0,0,0,0,0,0
1213,20:19.6,L60745,L,298.6,309.5,1539,48.3,101,0,0,0,0,0,0
1214,14:19.6,M20353,M,304.4,315.0,1490,41.6,190,0,0,0,0,0,0
1215,16:19.6,L60746,L,300.7,311.6,1168,40.8,9,0,0,0,0,0,0
1216,56:19.6,L60747,L,300.8,310.5,1358,8.8,9,0,0,0,0,0,0
1217,23:19.6,M20354,M,300.9,311.2,1570,54.4,28,0,0,0,0,0,0
1218,49:19.6,L60748,L,303.0,313.3,1639,34.9,174,0,0,0,0,0,0
1219,04:19.6,M20355,M,304.4,314.8,1850,54.6,106,0,0,0,0,0,0
1220,20:19.6,H35117,H,298.2,309.4,1271,58.2,95,0,0,0,0,0,0
1221,43:19.6,M20356,M,303.1,314.6,1526,23.0,237,1,1,0,0,0,0
1222,39:19.6,M20357,M,302.0,311.7,1512,41.5,146,0,0,0,0,0,0
1223,39:19.6,M20358,M,299.0,308.7,1456,24.9,120,0,0,0,0,0,0
1224,42:19.6,M20359,M,302.4,312.1,1539,24.7,121,0,0,0,0,0,0
1225,13:19.6,L60749,L,301.7,311.9,1264,41.4,189,0,0,0,0,0,0
1226,20:19.6,M20360,M,298.7,309.1,1500,33.8,154,0,0,0,0,0,0
1227,33:19.6,M20361,M,298.0,307.6,1569,46.0,67,0,0,0,0,0,0
1228,32:19.6,L60750,L,302.7,313.4,1859,43.2,48,0,0,0,0,0,0
1229,57:19.6,L60751,L,302.4,312.9,1545,58.8,155,0,0,0,0,0,0
1230,50:19.6,L60752,L,299.4,309.7,1478,41.7,2,0,0,0,0,0,0
1231,03:19.6,L60753,L,298.6,309.5,1743,46.4,121,0,0,0,0,0,0
1232,04:19.6,M20362,M,299.5,309.8,1327,37.4,21,0,0,0,0,0,0
1233,38:19.6,M20363,M,297.0,308.5,1587,59.8,69,0,0,0,0,0,0
1234,27:19.6,M20364,M,297.4,307.8,1433,37.3,149,0,0,0,0,0,0
1235,46:19.6,L60754,L,295.6,306.4,1739,25.2,188,0,0,0,0,0,0
1236,57:19.6,L60755,L,304.2,314.9,1461,34.5,92,0,0,0,0,0,0
1237,03:19.6,L60756,L,301.4,311.7,1526,43.2,97,0,0,0,0,0,0
1238,05:19.6,H35118,H,296.7,307.8,1840,38.1,94,0,0,0,0,0,0
1239,06:19.6,L60757,L,297.5,307.1,1415,41.4,15,0,0,0,0,0,0
1240,03:19.6,L60758,L,296.7,308.0,1365,51.5,185,0,0,0,0,0,0
1241,49:19.6,L60759,L,303.5,313.3,1401,45.1,40,0,0,0,0,0,0
1242,08:19.6,L60760,L,299.8,311.1,1650,41.7,208,1,1,0,0,0,0
1243,52:19.6,L60761,L,299.3,309.8,1640,40.5,165,0,0,0,0,0,0
1244,02:19.6,M20365,M,296.2,305.7,1605,37.9,109,0,0,0,0,0,0
1245,11:19.6,H35119,H,297.2,308.1,1625,37.9,60,0,0,0,0,0,0
1246,22:19.6,M20366,M,296.4,306.0,1486,49.0,39,0,0,0,0,0,0
1247,22:19.6,L60762,L,296.1,307.6,1720,45.9,163,0,0,0,0,0,0
1248,04:19.6,L60763,L,304.0,313.7,1512,45.5,69,0,0,0,0,0,0
1249,52:19.6,L60764,L,302.2,313.6,1628,66.1,105,0,0,0,0,0,0
1250,18:19.6,M20367,M,299.3,309.2,1670,30.3,85,0,0,0,0,0,0
1251,22:19.6,L60765,L,295.4,306.2,1548,32.3,33,0,0,0,0,0,0
1252,08:19.6,L60766,L,295.5,306.7,1285,46.4,101,0,0,0,0,0,0
1253,52:19.6,L60767,L,303.0,313.9,1737,45.1,129,0,0,0,0,0,0
1254,39:19.6,L60768,L,304.0,313.6,1896,38.5,31,0,0,0,0,0,0
1255,39:19.6,L60769,L,295.9,305.7,1384,46.4,140,0,0,0,0,0,0
1256,46:19.6,L60770,L,302.7,313.8,1607,58.9,133,0,0,0,0,0,0
1257,46:19.6,H35120,H,296.8,307.0,1786,31.7,35,0,0,0,0,0,0
1258,23:19.6,L60771,L,301.6,312.4,1566,39.9,147,0,0,0,0,0,0
1259,49:19.6,L60772,L,303.0,314.0,1676,48.8,114,0,0,0,0,0,0
1260,18:19.6,M20368,M,297.9,308.6,1382,46.0,1,0,0,0,0,0,0
1261,22:19.6,H35121,H,295.9,307.1,1527,30.3,103,0,0,0,0,0,0
1262,26:19.6,L60773,L,299.4,310.1,1450,27.3,65,0,0,0,0,0,0
1263,10:19.6,L60774,L,302.9,313.8,1593,29.3,35,0,0,0,0,0,0
1264,29:19.6,M20369,M,304.4,315.8,1369,36.9,246,1,1,0,0,0,0
1265,54:19.6,M20370,M,300.3,309.8,1590,45.7,48,0,0,0,0,0,0
1266,03:19.6,L60775,L,302.7,313.2,1404,35.0,82,0,0,0,0,0,0
1267,23:19.6,H35122,H,304.1,315.5,1641,42.6,81,0,0,0,0,0,0
1268,22:19.6,L60776,L,296.6,307.8,1636,45.7,41,0,0,0,0,0,0
1269,25:19.6,H35123,H,300.0,311.1,1690,35.0,113,0,0,0,0,0,0
1270,41:19.6,L60777,L,302.2,313.5,1341,45.2,44,0,0,0,0,0,0
1271,47:19.6,H35124,H,299.9,310.6,1464,51.7,144,0,0,0,0,0,0
1272,02:19.6,M20371,M,298.3,308.1,1652,66.9,124,0,0,0,0,0,0
1273,21:19.6,L60778,L,296.8,308.1,1433,34.8,123,0,0,0,0,0,0
1274,29:19.6,L60779,L,298.2,308.4,1505,35.0,178,0,0,0,0,0,0
1275,00:19.6,L60780,L,304.3,314.8,1351,45.9,107,0,0,0,0,0,0
1276,20:19.6,L60781,L,297.6,308.3,1519,37.8,72,0,0,0,0,0,0
1277,27:19.6,M20372,M,302.7,312.3,1183,53.6,112,0,0,0,0,0,0
1278,57:19.6,L60782,L,295.7,306.6,1927,41.0,236,1,1,0,0,0,0
1279,22:19.6,L60783,L,298.2,309.6,1825,55.4,118,0,0,0,0,0,0
1280,21:19.6,M20373,M,298.8,309.5,1429,40.4,39,0,0,0,0,0,0
1281,07:19.6,L60784,L,303.9,315.0,1465,35.7,85,0,0,0,0,0,0
1282,23:19.6,L60785,L,300.4,310.1,1529,56.7,50,0,0,0,0,0,0
1283,59:19.6,L60786,L,298.5,308.9,1339,37.2,228,1,1,0,0,0,0
1284,50:19.6,L60787,L,303.6,313.4,1206,36.5,66,0,0,0,0,0,0
1285,51:19.6,L60788,L,302.9,313.9,1218,35.4,188,0,0,0,0,0,0
1286,42:19.6,L60789,L,298.7,308.5,1603,37.9,178,0,0,0,0,0,0
1287,04:19.6,M20374,M,298.1,309.4,1823,20.7,25,0,0,0,0,0,0
1288,46:19.6,M20375,M,295.7,306.2,1842,38.6,250,1,1,0,0,0,0
1289,05:19.6,L60790,L,302.6,313.4,1654,37.4,60,0,0,0,0,0,0
1290,25:19.6,L60791,L,301.9,312.6,1539,55.3,22,0,0,0,0,0,0
1291,25:19.6,M20376,M,295.8,305.7,1726,29.0,8,0,0,0,0,0,0
1292,02:19.6,L60792,L,297.6,308.4,1310,27.1,98,0,0,0,0,0,0
1293,24:19.6,M20377,M,299.1,309.0,1514,36.3,49,0,0,0,0,0,0
1294,31:19.6,L60793,L,300.8,311.2,1444,38.1,78,0,0,0,0,0,0
1295,01:19.6,M20378,M,296.4,307.5,1550,16.8,6,0,0,0,0,0,0
1296,06:19.6,M20379,M,296.9,308.1,1809,38.4,66,0,0,0,0,0,0
1297,15:19.6,M20380,M,298.2,308.9,1307,44.2,134,0,0,0,0,0,0
1298,35:19.6,L60794,L,301.6,312.7,1542,30.1,9,0,0,0,0,0,0
1299,36:19.6,M20381,M,300.5,310.3,1392,48.8,150,0,0,0,0,0,0
1300,15:19.6,L60795,L,300.3,311.1,1400,39.6,249,1,1,0,0,0,0
1301,08:19.6,L60796,L,297.2,307.7,1239,41.6,70,0,0,0,0,0,0
1302,21:19.6,M20382,M,295.7,306.2,1374,55.8,140,0,0,0,0,0,0
1303,00:19.6,L60797,L,300.8,311.7,1604,42.1,140,0,0,0,0,0,0
1304,23:19.6,L60798,L,304.0,314.9,1692,37.8,145,0,0,0,0,0,0
1305,43:19.6,M20383,M,302.2,311.8,1255,30.2,151,0,0,0,0,0,0
1306,09:19.6,L60799,L,302.9,313.3,1428,43.0,167,0,0,0,0,0,0
1307,51:19.6,H35125,H,300.1,310.5,1554,31.9,41,0,0,0,0,0,0
1308,22:19.6,L60800,L,301.4,311.9,1711,41.1,45,0,0,0,0,0,0
1309,03:19.6,L60801,L,303.7,315.0,1624,38.5,84,0,0,0,0,0,0
1310,28:19.6,L60802,L,298.8,310.2,1761,31.8,186,0,0,0,0,0,0
1311,01:19.6,L60803,L,302.1,313.1,1781,41.3,121,0,0,0,0,0,0
1312,56:19.6,L60804,L,301.3,312.2,1465,33.8,145,0,0,0,0,0,0
1313,41:19.6,M20384,M,300.1,310.9,1704,35.8,8,0,0,0,0,0,0
1314,11:19.6,L60805,L,299.2,310.2,1240,48.8,105,0,0,0,0,0,0
1315,21:19.6,M20385,M,302.9,313.6,1182,44.2,15,0,0,0,0,0,0
1316,09:19.6,M20386,M,299.5,310.0,1533,48.3,91,0,0,0,0,0,0
1317,52:19.6,M20387,M,302.9,314.2,1485,38.3,64,0,0,0,0,0,0
1318,19:19.6,L60806,L,300.7,311.3,1257,33.2,52,0,0,0,0,0,0
1319,26:19.6,M20388,M,298.0,308.8,1612,53.9,45,0,0,0,0,0,0
1320,28:19.6,L60807,L,303.4,313.8,1168,47.8,115,0,0,0,0,0,0
1321,19:19.6,M20389,M,295.6,306.9,1439,31.3,52,0,0,0,0,0,0
1322,07:19.6,L60808,L,300.0,311.2,1678,35.6,134,0,0,0,0,0,0
1323,01:19.6,H35126,H,303.4,313.7,1509,42.3,157,0,0,0,0,0,0
1324,26:19.6,L60809,L,302.6,313.3,1382,32.6,124,0,0,0,0,0,0
1325,29:19.6,L60810,L,299.7,310.8,1511,41.2,75,0,0,0,0,0,0
1326,14:19.6,M20390,M,297.3,307.2,1586,36.0,30,0,0,0,0,0,0
1327,39:19.6,L60811,L,301.4,312.1,1605,34.6,27,0,0,0,0,0,0
1328,14:19.6,H35127,H,304.0,314.0,1803,56.1,110,0,0,0,0,0,0
1329,03:19.6,M20391,M,296.0,305.9,1763,35.7,171,0,0,0,0,0,0
1330,03:19.6,L60812,L,301.8,312.0,1588,53.6,71,0,0,0,0,0,0
1331,52:19.6,L60813,L,303.2,313.4,1514,33.1,72,0,0,0,0,0,0
1332,10:19.6,L60814,L,301.7,311.9,1537,46.1,175,0,0,0,0,0,0
1333,44:19.6,M20392,M,303.5,314.9,1349,41.9,227,1,1,0,0,0,0
1334,12:19.6,M20393,M,298.3,308.2,1543,41.8,68,0,0,0,0,0,0
1335,20:19.6,H35128,H,298.4,309.1,1612,61.3,164,0,0,0,0,0,0
1336,43:19.6,M20394,M,301.0,311.0,1476,38.7,149,0,0,0,0,0,0
1337,16:19.6,L60815,L,295.9,307.0,1489,39.2,201,1,1,0,0,0,0
1338,50:19.6,L60816,L,300.3,310.2,1640,37.8,185,0,0,0,0,0,0
1339,24:19.6,M20395,M,300.8,310.8,1626,50.1,152,0,0,0,0,0,0
1340,10:19.6,M20396,M,295.7,305.8,1599,46.9,171,0,0,0,0,0,0
1341,26:19.6,M20397,M,300.5,310.2,1697,47.0,109,0,0,0,0,0,0
1342,02:19.6,L60817,L,297.1,307.6,1617,34.4,67,0,0,0,0,0,0
1343,32:19.6,M20398,M,300.7,310.4,1168,28.4,8,0,0,0,0,0,0
1344,17:19.6,L60818,L,296.8,308.2,1527,24.6,176,0,0,0,0,0,0
1345,33:19.6,M20399,M,297.6,308.5,1906,58.5,170,0,0,0,0,0,0
1346,25:19.6,M20400,M,303.7,315.2,1586,52.0,34,0,0,0,0,0,0
1347,05:19.6,L60819,L,303.2,314.7,1650,33.9,145,0,0,0,0,0,0
1348,42:19.6,M20401,M,303.5,313.3,1818,51.0,162,0,0,0,0,0,0
1349,15:19.6,L60820,L,304.0,315.3,1770,34.7,191,0,0,0,0,0,0
1350,25:19.6,H35129,H,296.7,308.2,1477,56.2,122,0,0,0,0,0,0
1351,39:19.6,L60821,L,303.1,312.8,1616,32.8,68,0,0,0,0,0,0
1352,41:19.6,H35130,H,302.2,313.4,1230,50.3,124,0,0,0,0,0,0
1353,39:19.6,L60822,L,299.2,309.1,1234,45.1,22,0,0,0,0,0,0
1354,44:19.6,H35131,H,303.4,313.5,1456,42.2,168,0,0,0,0,0,0
1355,26:19.6,L60823,L,296.6,306.9,1708,34.9,194,0,0,0,0,0,0
1356,59:19.6,L60824,L,297.5,307.1,1871,41.4,13,0,0,0,0,0,0
1357,28:19.6,H35132,H,304.5,315.7,1379,32.5,116,0,0,0,0,0,0
1358,40:19.6,L60825,L,299.7,310.9,1486,42.2,129,0,0,0,0,0,0
1359,43:19.6,L60826,L,297.6,308.4,1316,47.2,167,0,0,0,0,0,0
1360,03:19.6,L60827,L,298.1,309.5,1678,35.3,69,0,0,0,0,0,0
1361,39:19.6,L60828,L,304.1,315.5,1350,38.0,21,0,0,0,0,0,0
1362,31:19.6,L60829,L,301.3,311.4,1664,18.8,110,0,0,0,0,0,0
1363,04:19.6,L60830,L,304.4,315.0,2002,47.0,47,0,0,0,0,0,0
1364,05:19.6,L60831,L,299.8,309.5,1712,45.9,172,0,0,0,0,0,0
1365,51:19.6,M20402,M,300.6,310.2,1506,56.7,185,0,0,0,0,0,0
1366,10:19.6,L60832,L,297.5,307.3,1457,30.2,15,0,0,0,0,0,0
1367,50:19.6,L60833,L,298.3,309.5,1578,37.5,27,0,0,0,0,0,0
1368,19:19.6,L60834,L,304.2,313.9,1840,63.8,81,0,0,0,0,0,0
1369,50:19.6,M20403,M,296.8,307.1,1279,51.6,110,0,0,0,0,0,0
1370,42:19.6,L60835,L,296.1,306.9,1726,45.2,165,0,0,0,0,0,0
1371,43:19.6,M20404,M,298.1,309.0,1384,56.9,120,0,0,0,0,0,0
1372,16:19.6,L60836,L,298.9,309.8,1509,46.9,164,0,0,0,0,0,0
1373,26:19.6,L60837,L,299.0,309.9,1782,51.9,186,0,0,0,0,0,0
1374,18:19.6,L60838,L,301.7,311.5,1332,22.6,162,0,0,0,0,0,0
1375,42:19.6,L60839,L,299.3,310.0,1462,44.8,98,0,0,0,0,0,0
1376,40:19.6,L60840,L,301.7,312.3,1453,43.0,62,0,0,0,0,0,0
1377,58:19.6,L60841,L,298.1,309.6,1313,37.9,222,1,1,0,0,0,0
1378,49:19.6,M20405,M,301.7,312.9,1657,46.2,139,0,0,0,0,0,0
1379,03:19.6,L60842,L,301.3,311.6,1413,58.0,189,0,0,0,0,0,0
1380,27:19.6,L60843,L,295.6,306.0,1502,36.4,96,0,0,0,0,0,0
1381,18:19.6,L60844,L,300.1,309.7,1669,42.8,26,0,0,0,0,0,0
1382,02:19.6,H35133,H,300.1,311.4,1204,51.0,29,0,0,0,0,0,0
1383,30:19.6,L60845,L,297.1,307.4,1828,39.0,120,0,0,0,0,0,0
1384,16:19.6,M20406,M,300.4,311.4,1175,30.3,152,0,0,0,0,0,0
1385,12:19.6,M20407,M,304.4,315.9,1615,30.7,142,0,0,0,0,0,0
1386,42:19.6,H35134,H,302.1,313.3,1721,39.6,175,0,0,0,0,0,0
1387,23:19.6,M20408,M,302.7,312.3,1885,51.9,32,0,0,0,0,0,0
1388,41:19.6,M20409,M,296.1,306.5,1588,18.9,64,0,0,0,0,0,0
1389,03:19.6,M20410,M,301.5,312.9,1492,18.0,188,0,0,0,0,0,0
1390,35:19.6,L60846,L,300.0,311.4,1554,31.1,120,0,0,0,0,0,0
1391,38:19.6,L60847,L,298.7,308.8,1493,24.6,166,0,0,0,0,0,0
1392,24:19.6,H35135,H,300.6,311.4,1636,40.5,115,0,0,0,0,0,0
1393,42:19.6,L60848,L,296.3,306.1,1390,44.3,193,0,0,0,0,0,0
1394,05:19.6,M20411,M,300.3,311.8,1251,22.6,116,0,0,0,0,0,0
1395,59:19.6,L60849,L,297.0,307.0,1695,36.6,128,0,0,0,0,0,0
1396,00:19.6,L60850,L,296.0,307.3,1543,61.7,38,0,0,0,0,0,0
1397,46:19.6,M20412,M,300.0,309.6,1628,52.3,149,0,0,0,0,0,0
1398,13:19.6,M20413,M,303.3,314.1,1808,38.7,166,0,0,0,0,0,0
1399,11:19.6,M20414,M,302.7,312.8,1488,46.2,105,0,0,0,0,0,0
1400,15:19.6,L60851,L,302.8,312.8,1494,31.8,153,0,0,0,0,0,0
1401,43:19.6,M20415,M,302.4,313.6,1450,28.5,97,0,0,0,0,0,0
1402,01:19.6,L60852,L,298.7,309.8,1718,38.8,92,0,0,0,0,0,0
1403,23:19.6,H35136,H,296.6,306.4,1704,51.5,86,0,0,0,0,0,0
1404,17:19.6,L60853,L,301.6,312.8,1596,26.8,38,0,0,0,0,0,0
1405,24:19.6,L60854,L,302.8,313.8,1604,44.4,75,0,0,0,0,0,0
1406,06:19.6,L60855,L,297.8,308.3,1425,37.5,49,0,0,0,0,0,0
1407,11:19.6,M20416,M,303.2,313.3,1500,46.2,115,0,0,0,0,0,0
1408,54:19.6,M20417,M,300.7,311.9,1361,38.6,104,0,0,0,0,0,0
1409,03:19.6,M20418,M,299.6,311.1,1445,25.5,68,0,0,0,0,0,0
1410,44:19.6,L60856,L,302.1,311.9,1637,36.8,123,0,0,0,0,0,0
1411,58:19.6,L60857,L,298.7,310.0,1525,39.7,146,0,0,0,0,0,0
1412,58:19.6,L60858,L,298.3,308.6,1421,34.7,6,0,0,0,0,0,0
1413,34:19.6,L60859,L,297.0,308.3,1574,50.4,180,0,0,0,0,0,0
1414,02:19.6,H35137,H,302.1,312.0,1282,51.4,33,0,0,0,0,0,0
1415,51:19.6,L60860,L,302.3,313.4,1509,41.4,159,0,0,0,0,0,0
1416,42:19.6,L60861,L,303.5,314.1,1286,29.2,140,0,0,0,0,0,0
1417,10:19.6,L60862,L,298.8,309.9,1372,25.4,146,0,0,0,0,0,0
1418,32:19.6,L60863,L,298.7,309.3,1537,41.7,27,0,0,0,0,0,0
1419,37:19.6,L60864,L,299.0,308.9,1741,43.5,55,0,0,0,0,0,0
1420,07:19.6,M20419,M,297.5,308.6,1191,50.6,63,0,0,0,0,0,0
1421,54:19.6,L60865,L,302.6,313.1,1773,36.3,80,0,0,0,0,0,0
1422,35:19.6,M20420,M,297.8,307.5,1911,35.3,168,0,0,0,0,0,0
1423,51:19.6,L60866,L,299.2,309.9,1660,65.4,136,0,0,0,0,0,0
1424,13:19.6,M20421,M,298.8,308.5,1303,39.0,112,0,0,0,0,0,0
1425,22:19.6,L60867,L,295.6,306.2,1334,34.0,244,1,1,0,0,0,0
